ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr
2024-06-21 20:23:56,2024-06-21 20:24:00,4.016,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,5,420,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:24:26.494
2024-06-21 20:24:08,2024-06-21 20:24:12,4.020,192.168.40.2,192.168.60.100,0,0,ICMP,...A....,0,0,5,420,0,0,5,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:24:38.505
2024-06-21 20:24:16,2024-06-21 20:24:20,4.076,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,0,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:24:38.505
2024-06-21 20:24:16,2024-06-21 20:24:20,4.076,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,1,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:24:38.505
2024-06-21 20:24:16,2024-06-21 20:24:20,4.080,192.168.60.2,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,7,5,0,0,24,24,0,0,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:24:38.505
2024-06-21 20:24:16,2024-06-21 20:24:20,4.080,192.168.60.2,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,7,5,0,0,24,24,0,1,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:24:38.505
2024-06-21 20:19:53,2024-06-21 20:19:53,0.132,192.168.60.2,224.0.0.22,0,148,IGMP,...A....,0,192,2,80,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:20:19.368
2024-06-21 20:19:53,2024-06-21 20:19:57,4.044,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,6,1356,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:20:19.368
2024-06-21 20:20:18,2024-06-21 20:20:18,0.000,192.168.60.2,192.168.60.100,46071,53,UDP,...A....,0,0,1,73,0,0,7,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:20:39.391
2024-06-21 20:20:45,2024-06-21 20:20:45,0.208,192.168.60.2,239.255.255.250,59195,3702,UDP,...A....,0,0,2,1270,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:21:10.379
2024-06-21 20:20:45,2024-06-21 20:20:45,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,132,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:21:10.379
2024-06-21 20:20:45,2024-06-21 20:20:46,0.624,192.168.60.2,224.0.0.22,0,148,IGMP,...A....,0,192,3,120,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:21:10.379
2024-06-21 20:13:50,2024-06-21 20:14:01,10.660,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,10,840,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:14:28.309
2024-06-21 20:14:39,2024-06-21 20:14:43,4.080,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,0,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:15:10.313
2024-06-21 20:14:39,2024-06-21 20:14:43,4.080,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,1,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:15:10.313
2024-06-21 20:14:39,2024-06-21 20:14:43,4.080,192.168.60.2,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,7,5,0,0,24,24,0,0,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:15:10.313
2024-06-21 20:14:39,2024-06-21 20:14:43,4.080,192.168.60.2,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,7,5,0,0,24,24,0,1,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:15:10.313
2024-06-21 20:14:47,2024-06-21 20:14:51,4.052,192.168.40.2,192.168.60.100,0,0,ICMP,...A....,0,0,5,420,0,0,5,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:15:10.313
2024-06-21 20:07:45,2024-06-21 20:07:45,0.000,192.168.60.2,192.168.60.100,42111,53,UDP,...A....,0,0,1,73,0,0,7,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:08:09.119
2024-06-21 20:08:15,2024-06-21 20:08:16,0.980,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,3,249,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:08:37.130
2024-06-21 20:08:15,2024-06-21 20:08:16,0.872,192.168.60.2,239.255.255.250,51648,3702,UDP,...A....,0,0,7,4445,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:08:37.130
2024-06-21 20:08:15,2024-06-21 20:08:17,1.864,192.168.60.2,224.0.0.22,0,148,IGMP,...A....,0,192,4,160,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:08:37.130
2024-06-21 20:07:29,2024-06-21 20:07:30,0.844,192.168.60.2,224.0.0.22,0,148,IGMP,...A....,0,192,2,80,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:07:57.117
2024-06-21 20:07:29,2024-06-21 20:07:34,5.388,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,13,1762,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 17:07:57.117
2024-06-21 13:09:26,2024-06-21 13:09:36,10.020,192.168.40.2,192.168.50.2,0,0,ICMP,...A....,0,0,9,756,0,0,5,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 10:10:04.054
2024-06-21 13:09:07,2024-06-21 13:09:12,4.064,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,5,420,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 10:09:40.060
2024-06-21 13:09:19,2024-06-21 13:09:23,4.040,192.168.40.2,192.168.40.100,0,0,ICMP,...A....,0,0,5,420,0,0,5,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 10:09:40.060
2024-06-21 12:07:44,2024-06-21 12:07:48,4.088,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,0,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:08:16.046
2024-06-21 12:07:44,2024-06-21 12:07:48,4.088,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,1,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:08:16.046
2024-06-21 12:07:44,2024-06-21 12:07:49,4.080,192.168.60.2,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,7,5,0,0,24,24,0,0,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:08:16.046
2024-06-21 12:07:44,2024-06-21 12:07:49,4.080,192.168.60.2,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,7,5,0,0,24,24,0,1,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:08:16.046
2024-06-21 12:07:57,2024-06-21 12:08:05,8.076,192.168.40.2,192.168.1.34,0,0,ICMP,...A....,0,0,5,420,0,0,5,4,0,0,24,24,0,0,192.168.1.34,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:08:33.025
2024-06-21 12:07:57,2024-06-21 12:08:05,8.076,192.168.40.2,192.168.1.34,0,0,ICMP,...A....,0,0,5,420,0,0,5,4,0,0,24,24,0,1,192.168.1.34,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:08:33.025
2024-06-21 12:08:00,2024-06-21 12:08:12,12.004,192.168.1.34,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,4,5,0,0,24,24,0,0,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:08:33.025
2024-06-21 12:08:00,2024-06-21 12:08:12,12.004,192.168.1.34,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,4,5,0,0,24,24,0,1,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:08:33.025
2024-06-21 12:08:32,2024-06-21 12:08:44,12.004,192.168.40.2,192.168.50.2,0,0,ICMP,...A....,0,0,9,756,0,0,5,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:09:12.051
2024-06-21 12:09:03,2024-06-21 12:09:07,4.024,192.168.40.2,192.168.40.100,0,0,ICMP,...A....,0,0,5,420,0,0,5,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:09:35.051
2024-06-21 12:07:03,2024-06-21 12:07:07,4.104,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,5,420,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 09:07:35.041
2024-06-21 09:15:30,2024-06-21 09:15:34,4.064,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,0,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 06:16:01.424
2024-06-21 09:15:30,2024-06-21 09:15:34,4.064,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,1,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-21 06:16:01.424
